ID(String),carat(Float),logcarat(Float),cut(String),color(String),clarity(String),depth(Float),table(Integer),price(Integer),logprice(Float),x(Float),y(Float),z(Float),volume(Float)
32800,0.38,-0.97,Ideal,E,VS2,62,54.2,805,6.69,4.66,4.68,2.89,63.027432
32820,0.34,-1.08,Premium,D,VS2,59.3,58,805,6.69,4.52,4.55,2.69,55.32254
32840,0.46,-0.78,Ideal,H,SI1,61.7,55,807,6.69,4.99,5.02,3.09,77.403882
32860,0.31,-1.17,Very Good,F,VVS1,61.3,56,808,6.69,4.35,4.37,2.67,50.755365
32880,0.36,-1.02,Premium,H,VS1,61.6,59,810,6.7,4.57,4.52,2.8,57.83792
32900,0.3,-1.2,Premium,I,IF,60.5,59,810,6.7,4.34,4.32,2.62,49.121856
32920,0.42,-0.87,Very Good,D,SI1,60.8,59,810,6.7,4.82,4.85,2.94,68.72838
32940,0.37,-0.99,Ideal,E,VS2,62.5,56,811,6.7,4.58,4.61,2.87,60.596606
32960,0.31,-1.17,Ideal,I,VS1,61.9,54,461,6.13,4.33,4.36,2.69,50.783972
32980,0.37,-0.99,Very Good,E,VS2,62.3,59,811,6.7,4.56,4.59,2.85,59.65164
33000,0.38,-0.97,Ideal,E,SI2,61.2,57,812,6.7,4.71,4.67,2.87,63.127659
33020,0.33,-1.11,Ideal,E,VVS2,61.2,56,814,6.7,4.46,4.5,2.74,54.9918
33040,0.32,-1.14,Ideal,G,VVS1,61.1,55,814,6.7,4.45,4.48,2.73,54.42528
33060,0.3,-1.2,Ideal,F,VVS1,62.2,56,814,6.7,4.28,4.3,2.67,49.13868
33080,0.47,-0.76,Premium,I,SI2,61.5,62,814,6.7,5.01,4.95,3.06,75.88647
33100,0.29,-1.24,Ideal,E,IF,61.9,57,815,6.7,4.25,4.29,2.64,48.1338
33120,0.31,-1.17,Ideal,H,IF,60,57,816,6.7,4.39,4.41,2.64,51.110136
33140,0.31,-1.17,Premium,G,VVS1,62.1,59,816,6.7,4.34,4.39,2.71,51.632546
33160,0.31,-1.17,Premium,H,IF,61.7,58,816,6.7,4.33,4.36,2.68,50.595184
33180,0.41,-0.89,Very Good,E,SI2,63.5,55,818,6.71,4.73,4.69,2.99,66.329263
33200,0.3,-1.2,Premium,G,VVS2,62.9,58,819,6.71,4.29,4.26,2.69,49.160826
33220,0.39,-0.94,Ideal,F,VS2,60,57,821,6.71,4.7,4.76,2.84,63.53648
33240,0.36,-1.02,Ideal,I,VVS1,61.7,56,824,6.71,4.59,4.62,2.84,60.224472
33260,0.37,-0.99,Good,D,VS1,62.1,54,825,6.72,4.67,4.73,2.92,64.500172
33280,0.23,-1.47,Good,E,VVS1,62.8,62,462,6.14,3.9,3.93,2.46,37.70442
33300,0.31,-1.17,Ideal,G,SI1,62.2,55,462,6.14,4.35,4.36,2.71,51.39786
33320,0.35,-1.05,Ideal,D,SI1,61.6,55,827,6.72,4.56,4.53,2.8,57.83904
33340,0.41,-0.89,Premium,G,VS2,60.8,59,827,6.72,4.78,4.8,2.91,66.76704
33360,0.41,-0.89,Good,J,IF,63.5,54,827,6.72,4.7,4.75,3,66.975
33380,0.41,-0.89,Ideal,G,VS2,62.5,54,827,6.72,4.75,4.78,2.98,67.6609
33400,0.4,-0.92,Ideal,I,VS1,62,54,828,6.72,4.72,4.75,2.94,65.9148
33420,0.32,-1.14,Ideal,H,VVS2,62.9,57,828,6.72,4.39,4.36,2.75,52.6361
33440,0.32,-1.14,Ideal,G,VS1,61.7,55,828,6.72,4.43,4.39,2.72,52.897744
33460,0.32,-1.14,Premium,G,VS1,62.8,58,828,6.72,4.39,4.34,2.74,52.204124
33480,0.32,-1.14,Ideal,F,VS2,61.6,55,828,6.72,4.43,4.4,2.72,53.01824
33500,0.32,-1.14,Ideal,F,VS2,62.4,57,828,6.72,4.38,4.34,2.72,51.705024
33520,0.41,-0.89,Ideal,H,VS1,61.6,57,829,6.72,4.77,4.81,2.95,67.683915
33540,0.35,-1.05,Premium,E,VS1,60.8,58,829,6.72,4.55,4.58,2.78,57.93242
33560,0.41,-0.89,Ideal,J,VS1,62.1,56,830,6.72,4.79,4.75,2.96,67.3474
33580,0.38,-0.97,Ideal,H,VVS2,62.1,53.9,832,6.72,4.64,4.69,2.9,63.10864
33600,0.37,-0.99,Ideal,G,VS2,60.8,57,833,6.73,4.66,4.61,2.82,60.580932
33620,0.31,-1.17,Very Good,G,SI1,61.9,56,462,6.14,4.34,4.38,2.7,51.32484
33640,0.38,-0.97,Premium,G,VS1,61.9,59,833,6.73,4.63,4.67,2.88,62.271648
33660,0.41,-0.89,Very Good,G,VS2,62.7,60,835,6.73,4.71,4.75,2.96,66.2226
33680,0.3,-1.2,Ideal,E,VVS2,61.1,57,837,6.73,4.34,4.36,2.65,50.14436
33700,0.33,-1.11,Ideal,G,VVS1,62,55,838,6.73,4.45,4.49,2.77,55.345985
33720,0.42,-0.87,Good,H,SI1,63.6,57,838,6.73,4.79,4.74,3.03,68.794938
33740,0.33,-1.11,Ideal,E,VVS2,62.1,54,840,6.73,4.45,4.47,2.77,55.099455
33760,0.4,-0.92,Very Good,G,SI1,63.1,56,840,6.73,4.75,4.72,2.99,67.0358
33780,0.32,-1.14,Premium,D,VS2,62.9,59,842,6.74,4.39,4.36,2.75,52.6361
33800,0.4,-0.92,Premium,F,VS2,61,59,842,6.74,4.71,4.76,2.89,64.792644
33820,0.32,-1.14,Ideal,E,VVS2,60.8,57,842,6.74,4.42,4.46,2.7,53.22564
33840,0.38,-0.97,Ideal,F,SI1,60.4,57,844,6.74,4.7,4.74,2.85,63.4923
33860,0.3,-1.2,Ideal,E,VS2,61,56,844,6.74,4.36,4.33,2.65,50.02882
33880,0.3,-1.2,Premium,E,VS2,60.7,59,844,6.74,4.33,4.3,2.62,48.78178
33900,0.3,-1.2,Ideal,E,VS2,62,55,844,6.74,4.31,4.27,2.66,48.953842
33920,0.47,-0.76,Good,E,SI2,56.5,62,844,6.74,5.17,5.09,2.9,76.31437
33940,0.27,-1.31,Ideal,H,VS1,61.2,54,464,6.14,4.2,4.23,2.58,45.83628
33960,0.3,-1.2,Ideal,H,SI1,61.7,56,465,6.14,4.33,4.35,2.68,50.47914
33980,0.38,-0.97,Very Good,D,VS2,61,58,847,6.74,4.7,4.75,2.88,64.296
34000,0.42,-0.87,Ideal,G,VS2,61.6,56,847,6.74,4.82,4.83,2.97,69.143382
34020,0.39,-0.94,Ideal,I,VVS2,60.8,56,849,6.74,4.74,4.76,2.89,65.205336
34040,0.33,-1.11,Ideal,E,VS1,61.1,56,850,6.75,4.45,4.48,2.73,54.42528
34060,0.36,-1.02,Ideal,D,SI1,61.2,57,851,6.75,4.63,4.59,2.82,59.929794
34080,0.36,-1.02,Ideal,E,VS1,61.7,56,852,6.75,4.56,4.58,2.82,58.895136
34100,0.36,-1.02,Premium,D,VS2,61,58,852,6.75,4.59,4.62,2.81,59.588298
34120,0.38,-0.97,Ideal,E,VS2,62,56,853,6.75,4.62,4.66,2.88,62.004096
34140,0.4,-0.92,Ideal,E,VS2,62.1,54,854,6.75,4.72,4.75,2.94,65.9148
34160,0.33,-1.11,Ideal,G,VS1,62.1,55,854,6.75,4.46,4.43,2.76,54.531528
34180,0.33,-1.11,Ideal,G,VS1,62.1,56,854,6.75,4.42,4.4,2.74,53.28752
34200,0.33,-1.11,Ideal,F,VS2,62.3,55,854,6.75,4.47,4.42,2.77,54.727998
34220,0.4,-0.92,Premium,H,SI1,62.6,58,855,6.75,4.72,4.68,2.94,64.943424
34240,0.4,-0.92,Premium,D,SI2,62.2,58,855,6.75,4.75,4.71,2.94,65.77515
34260,0.3,-1.2,Ideal,F,VVS1,62.6,56,857,6.75,4.26,4.29,2.67,48.795318
34280,0.31,-1.17,Ideal,J,VVS2,62,56.1,468,6.15,4.31,4.33,2.68,50.014964
34300,0.36,-1.02,Very Good,G,VVS2,59.5,56,858,6.75,4.68,4.73,2.8,61.98192
34320,0.35,-1.05,Very Good,G,VVS1,61.8,57,859,6.76,4.5,4.53,2.79,56.87415
34340,0.3,-1.2,Ideal,E,VVS1,62.1,57,862,6.76,4.27,4.29,2.66,48.726678
34360,0.41,-0.89,Good,F,VS2,63.2,57,863,6.76,4.74,4.76,3,67.6872
34380,0.41,-0.89,Premium,I,VVS1,61.5,59,863,6.76,4.75,4.81,2.94,67.17165
34400,0.34,-1.08,Ideal,H,IF,61.6,54,863,6.76,4.49,4.53,2.78,56.544366
34420,0.3,-1.2,Ideal,G,IF,61.6,56,863,6.76,4.34,4.36,2.68,50.712032
34440,0.32,-1.14,Ideal,E,VVS2,62.4,56,864,6.76,4.39,4.43,2.75,53.481175
34460,0.42,-0.87,Ideal,I,VVS1,60.5,57,865,6.76,4.84,4.88,2.94,69.440448
34480,0.39,-0.94,Ideal,G,SI1,60.5,56,866,6.76,4.77,4.79,2.89,66.031587
34500,0.4,-0.92,Ideal,F,VS2,61,62,867,6.77,4.71,4.74,2.88,64.297152
34520,0.33,-1.11,Premium,E,VVS2,60.3,58,868,6.77,4.47,4.49,2.7,54.18981
34540,0.43,-0.84,Ideal,H,VS1,61.1,57,868,6.77,4.88,4.91,2.99,71.642792
34560,0.4,-0.92,Very Good,G,VS1,61.5,57,871,6.77,4.73,4.77,2.92,65.881332
34580,0.43,-0.84,Premium,F,SI2,60.2,60,871,6.77,4.91,4.85,2.94,70.01169
34600,0.27,-1.31,Very Good,F,VS2,63.3,58,470,6.15,4.08,4.1,2.59,43.32552
34620,0.27,-1.31,Premium,E,VS1,61.5,58,470,6.15,4.17,4.22,2.58,45.401292
34640,0.31,-1.17,Ideal,E,VS2,61.7,55,872,6.77,4.39,4.36,2.7,51.67908
34660,0.31,-1.17,Ideal,E,VS2,61.8,55,872,6.77,4.35,4.33,2.68,50.47914
34680,0.38,-0.97,Ideal,G,VVS2,60.7,57,873,6.77,4.7,4.73,2.86,63.58066
34700,0.32,-1.14,Premium,F,VS1,62.1,60,874,6.77,4.37,4.33,2.7,51.08967
34720,0.37,-0.99,Premium,D,SI1,62.7,58,874,6.77,4.58,4.55,2.86,59.59954
34740,0.32,-1.14,Ideal,F,VS1,62,54,876,6.78,4.44,4.43,2.75,54.0903
34760,0.41,-0.89,Ideal,E,SI2,59.8,55,876,6.78,4.93,4.81,2.91,69.005703
34780,0.41,-0.89,Premium,D,SI2,61.9,58,876,6.78,4.73,4.71,2.92,65.052636
34800,0.4,-0.92,Ideal,G,VS1,60.7,57,877,6.78,4.77,4.78,2.9,66.12174
34820,0.3,-1.2,Premium,H,VVS1,62.3,58,878,6.78,4.32,4.29,2.68,49.667904
34840,0.3,-1.2,Premium,G,VVS2,61.2,58,878,6.78,4.34,4.32,2.65,49.68432
34860,0.3,-1.2,Ideal,G,VVS2,62.7,57,878,6.78,4.29,4.26,2.68,48.978072
34880,0.39,-0.94,Premium,G,SI1,60.9,58,878,6.78,4.73,4.7,2.87,63.80297
34900,0.33,-1.11,Ideal,F,VVS1,62,55,880,6.78,4.44,4.47,2.76,54.777168
34920,0.34,-1.08,Ideal,F,VS2,61.6,57,880,6.78,4.53,4.47,2.77,56.090007
34940,0.31,-1.17,Good,I,SI1,64.3,55,377,5.93,4.27,4.29,2.75,50.375325
34960,0.32,-1.14,Premium,H,VS2,62.7,58,471,6.15,4.33,4.35,2.72,51.23256
34980,0.35,-1.05,Good,I,SI1,63.6,56,472,6.16,4.5,4.53,2.87,58.50495
35000,0.38,-0.97,Ideal,G,VS1,62,55,882,6.78,4.64,4.68,2.89,62.756928
35020,0.4,-0.92,Very Good,E,SI1,63.2,56,882,6.78,4.74,4.69,2.98,66.247188
35040,0.44,-0.82,Ideal,D,SI1,62.4,57,883,6.78,4.86,4.89,3.04,72.246816
35060,0.4,-0.92,Premium,D,SI1,60.9,60,884,6.78,4.78,4.74,2.9,65.70588
35080,0.3,-1.2,Very Good,F,IF,62.5,56,886,6.79,4.27,4.3,2.68,49.20748
35100,0.3,-1.2,Ideal,F,IF,62.4,54,886,6.79,4.33,4.36,2.71,51.161548
35120,0.42,-0.87,Ideal,F,SI1,61.6,56,886,6.79,4.83,4.81,2.97,68.999931
35140,0.39,-0.94,Premium,E,VS2,61.4,58,889,6.79,4.68,4.73,2.89,63.974196
35160,0.32,-1.14,Premium,G,IF,61,59,891,6.79,4.38,4.41,2.68,51.766344
35180,0.31,-1.17,Ideal,G,IF,61.9,54,891,6.79,4.35,4.38,2.7,51.4431
35200,0.41,-0.89,Good,F,VS1,58,61,891,6.79,4.86,4.9,2.83,67.39362
35220,0.33,-1.11,Very Good,E,VVS2,59.8,58.7,893,6.79,4.47,4.51,2.68,54.027996
35240,0.38,-0.97,Ideal,H,VVS1,62.3,53.3,894,6.8,4.63,4.66,2.9,62.56982
35260,0.3,-1.2,Ideal,E,VVS1,60.6,57,895,6.8,4.33,4.35,2.63,49.537365
35280,0.39,-0.94,Ideal,I,IF,62.3,54,895,6.8,4.69,4.71,2.93,64.723407
35300,0.3,-1.2,Very Good,H,VS2,62.5,58,473,6.16,4.26,4.28,2.67,48.681576
35320,0.33,-1.11,Very Good,F,IF,58.7,55,897,6.8,4.56,4.6,2.69,56.42544
35340,0.42,-0.87,Premium,H,SI1,60.9,58,898,6.8,4.85,4.84,2.95,69.2483
35360,0.38,-0.97,Premium,I,VS1,59.9,60,898,6.8,4.72,4.66,2.81,61.806512
35380,0.41,-0.89,Premium,G,VS1,61.9,58,899,6.8,4.75,4.78,2.95,66.97975
35400,0.39,-0.94,Very Good,E,VS1,60,59,900,6.8,4.76,4.8,2.87,65.57376
35420,0.4,-0.92,Premium,G,SI1,62.7,59,900,6.8,4.71,4.67,2.94,64.667358
35440,0.32,-1.14,Ideal,E,VS2,62.2,56,900,6.8,4.41,4.37,2.73,52.611741
35460,0.43,-0.84,Premium,D,VS2,59.7,59,901,6.8,4.89,4.93,2.93,70.635561
35480,0.36,-1.02,Very Good,G,VS1,61.4,55,903,6.81,4.63,4.65,2.85,61.359075
35500,0.41,-0.89,Premium,E,SI1,61.2,59,904,6.81,4.82,4.78,2.94,67.736424
35520,0.43,-0.84,Ideal,F,VS2,61.1,56,905,6.81,4.88,4.91,2.99,71.642792
35540,0.34,-1.08,Ideal,F,VVS1,61.4,55,906,6.81,4.53,4.56,2.79,57.632472
35560,0.35,-1.05,Premium,G,VS1,62.3,59,906,6.81,4.53,4.49,2.81,57.154557
35580,0.35,-1.05,Ideal,F,VS2,62.4,57,906,6.81,4.51,4.5,2.81,57.02895
35600,0.31,-1.17,Ideal,H,VVS1,61.5,56,907,6.81,4.38,4.34,2.68,50.944656
35620,0.3,-1.2,Good,I,VS1,63.5,57,473,6.16,4.24,4.29,2.71,49.293816
35640,0.3,-1.2,Ideal,H,SI1,62.5,53.9,475,6.16,4.29,4.32,2.69,49.853232
35660,0.31,-1.17,Premium,G,VVS2,62.9,58,907,6.81,4.31,4.27,2.7,49.68999
35680,0.42,-0.87,Very Good,F,VS1,60.9,58,910,6.81,4.84,4.88,2.96,69.912832
35700,0.3,-1.2,Ideal,E,VS1,60.8,57,911,6.81,4.36,4.33,2.64,49.840032
35720,0.3,-1.2,Premium,D,VS2,60.4,59,911,6.81,4.35,4.32,2.62,49.23504
35740,0.3,-1.2,Premium,D,VS2,61.1,59,911,6.81,4.31,4.26,2.62,48.104772
35760,0.44,-0.82,Ideal,I,VVS2,60.8,56,912,6.82,4.9,4.93,2.99,72.22943
35780,0.32,-1.14,Ideal,F,VVS1,61.8,55,912,6.82,4.39,4.41,2.72,52.658928
35800,0.31,-1.17,Very Good,F,IF,61.2,55,914,6.82,4.37,4.39,2.68,51.413924
35820,0.31,-1.17,Ideal,F,IF,61,56,914,6.82,4.39,4.43,2.69,52.314313
35840,0.38,-0.97,Ideal,F,VS1,62.5,53.8,916,6.82,4.62,4.65,2.89,62.08587
35860,0.4,-0.92,Ideal,F,VS1,62.4,53,917,6.82,4.72,4.76,2.96,66.502912
35880,0.32,-1.14,Ideal,G,IF,61,56,918,6.82,4.41,4.44,2.7,52.86708
35900,0.32,-1.14,Ideal,G,IF,61.3,54,918,6.82,4.41,4.47,2.72,53.618544
35920,0.43,-0.84,Premium,H,SI1,61.5,58,919,6.82,4.86,4.8,2.97,69.28416
35940,0.41,-0.89,Very Good,D,SI1,63.1,57,920,6.82,4.73,4.68,2.97,65.745108
35960,0.33,-1.11,Very Good,H,SI1,63,57,475,6.16,4.39,4.41,2.77,53.626923
35980,0.35,-1.05,Ideal,H,IF,61.7,56,921,6.83,4.53,4.55,2.8,57.7122
36000,0.42,-0.87,Ideal,G,VS1,61.8,56,921,6.83,4.8,4.84,2.98,69.23136
36020,0.39,-0.94,Premium,J,VVS1,62.8,58,921,6.83,4.66,4.61,2.91,62.514366
36040,0.41,-0.89,Premium,G,SI1,61.4,60,923,6.83,4.82,4.75,2.94,67.3113
36060,0.31,-1.17,Ideal,G,IF,62.6,57,924,6.83,4.3,4.32,2.7,50.1552
36080,0.37,-0.99,Very Good,E,VS1,60.2,56,925,6.83,4.68,4.71,2.83,62.381124
36100,0.44,-0.82,Very Good,I,VVS1,60.8,57,926,6.83,4.88,4.93,2.98,71.694032
36120,0.33,-1.11,Premium,G,VVS2,61.3,59,927,6.83,4.45,4.42,2.72,53.49968
36140,0.33,-1.11,Ideal,E,VS2,61.8,55,928,6.83,4.48,4.45,2.76,55.02336
36160,0.57,-0.56,Very Good,G,I1,59.5,56.9,929,6.83,5.42,5.46,3.24,95.881968
36180,0.45,-0.8,Ideal,F,SI1,60.8,56,930,6.84,4.97,4.93,3.01,73.751321
36200,0.42,-0.87,Ideal,E,SI1,61.8,56,931,6.84,4.8,4.84,2.98,69.23136
36220,0.36,-1.02,Premium,F,VS2,61.4,58,932,6.84,4.6,4.56,2.81,58.94256
36240,0.31,-1.17,Ideal,D,VVS1,62.1,54,934,6.84,4.34,4.36,2.7,51.09048
36260,0.43,-0.84,Ideal,G,SI2,61.3,56,935,6.84,4.89,4.87,2.99,71.204757
36280,0.32,-1.14,Good,D,SI2,63.7,56,477,6.17,4.33,4.34,2.76,51.866472
36300,0.32,-1.14,Very Good,G,SI1,60.9,58,477,6.17,4.39,4.44,2.69,52.432404
36320,0.32,-1.14,Ideal,G,VVS2,61.8,55,936,6.84,4.43,4.41,2.73,53.334099
36340,0.32,-1.14,Premium,G,VVS2,62.3,58,936,6.84,4.38,4.35,2.72,51.82416
36360,0.4,-0.92,Ideal,I,VVS2,62.2,55,939,6.84,4.72,4.76,2.95,66.27824
36380,0.44,-0.82,Ideal,H,SI1,61.9,57,941,6.85,4.92,4.9,3.04,73.28832
36400,0.31,-1.17,Ideal,E,VS1,61.8,56,942,6.85,4.37,4.34,2.69,51.018002
36420,0.42,-0.87,Very Good,D,SI1,63.3,58,942,6.85,4.75,4.73,3,67.4025
36440,0.31,-1.17,Ideal,D,VS2,62.1,54,942,6.85,4.41,4.35,2.72,52.17912
36460,0.31,-1.17,Ideal,D,VS2,62.7,55,942,6.85,4.34,4.31,2.71,50.691634
36480,0.43,-0.84,Ideal,G,VS1,61.9,55,943,6.85,4.84,4.86,3,70.5672
36500,0.37,-0.99,Premium,G,VS2,59.7,61,944,6.85,4.72,4.66,2.8,61.58656
36520,0.3,-1.2,Premium,F,VVS2,61.4,59,945,6.85,4.36,4.31,2.66,49.985656
36540,0.4,-0.92,Premium,F,SI1,62.3,60,945,6.85,4.74,4.7,2.94,65.49732
36560,0.4,-0.92,Premium,E,SI1,61.3,59,945,6.85,4.74,4.69,2.89,64.246434
36580,0.4,-0.92,Premium,E,SI1,61.3,61,945,6.85,4.76,4.73,2.91,65.518068
36600,0.32,-1.14,Ideal,F,VVS1,61.5,56,947,6.85,4.44,4.45,2.73,53.93934
36620,0.24,-1.43,Very Good,F,VVS2,62.5,56,478,6.17,3.98,4.02,2.5,39.999
36640,0.42,-0.87,Ideal,D,VS2,62.6,56,948,6.85,4.76,4.8,2.99,68.31552
36660,0.3,-1.2,Ideal,E,VVS2,61.4,56,949,6.86,4.33,4.37,2.67,50.522007
36680,0.4,-0.92,Ideal,D,SI1,62.5,55,950,6.86,4.73,4.71,2.95,65.720985
36700,0.4,-0.92,Good,G,VS1,59.6,61,952,6.86,4.82,4.85,2.88,67.32576
36720,0.41,-0.89,Very Good,E,VS1,62.2,58,954,6.86,4.74,4.78,2.96,67.065312
36740,0.32,-1.14,Premium,E,VVS1,61.8,59,954,6.86,4.35,4.39,2.7,51.56055
36760,0.52,-0.65,Ideal,H,SI2,60.5,56,956,6.86,5.25,5.23,3.17,87.040275
36780,0.51,-0.67,Premium,J,SI1,61.7,56,956,6.86,5.17,5.14,3.18,84.504684
36800,0.34,-1.08,Premium,E,VS2,61.9,58,956,6.86,4.45,4.43,2.75,54.212125
36820,0.7,-0.36,Fair,G,I1,65.2,58,956,6.86,5.57,5.49,3.61,110.391273
36840,0.37,-0.99,Premium,G,VS1,59.2,61,957,6.86,4.7,4.63,2.76,60.06036
36860,0.42,-0.87,Ideal,E,VS2,61.8,57,958,6.86,4.77,4.81,2.96,67.913352
36880,0.5,-0.69,Ideal,H,SI2,62.9,57,958,6.86,5.04,5.01,3.16,79.791264
36900,0.41,-0.89,Very Good,E,VS2,62.5,56,960,6.87,4.75,4.79,2.98,67.80245
36920,0.41,-0.89,Ideal,G,VS1,59.8,57,961,6.87,4.86,4.81,2.89,67.558374
36940,0.24,-1.43,Very Good,D,VVS1,59.2,59,478,6.17,4.04,4.1,2.41,39.91924
36960,0.32,-1.14,Very Good,J,SI1,63.2,56,480,6.17,4.36,4.31,2.74,51.488984
36980,0.38,-0.97,Ideal,F,VVS2,62,55,963,6.87,4.66,4.7,2.9,63.5158
37000,0.44,-0.82,Premium,G,VS1,62.3,59,965,6.87,4.82,4.87,3.02,70.889668
37020,0.33,-1.11,Ideal,G,VVS2,62.7,55,965,6.87,4.46,4.41,2.78,54.678708
37040,0.38,-0.97,Good,H,VVS1,63.3,58,967,6.87,4.57,4.62,2.91,61.439994
37060,0.43,-0.84,Premium,G,SI1,60.4,58,968,6.88,4.9,4.87,2.95,70.39585
37080,0.41,-0.89,Good,F,SI1,63.9,56,969,6.88,4.74,4.68,3.01,66.771432
37100,0.41,-0.89,Ideal,E,SI1,62.4,55,969,6.88,4.78,4.74,2.97,67.291884
37120,0.42,-0.87,Premium,D,SI1,60.2,57,970,6.88,4.89,4.85,2.93,69.489345
37140,0.37,-0.99,Premium,E,VS2,60.6,58,971,6.88,4.65,4.62,2.81,60.36723
37160,0.32,-1.14,Premium,D,VS2,60.3,60,972,6.88,4.44,4.42,2.67,52.398216
37180,0.32,-1.14,Ideal,D,VS2,62.7,54,972,6.88,4.38,4.36,2.74,52.325232
37200,0.4,-0.92,Good,G,VVS2,61.4,64,974,6.88,4.65,4.7,2.87,62.72385
37220,0.52,-0.65,Fair,F,SI2,56.3,59,975,6.88,5.41,5.35,3.03,87.698805
37240,0.4,-0.92,Ideal,F,VS2,61.9,55,975,6.88,4.77,4.73,2.94,66.332574
37260,0.31,-1.17,Premium,F,IF,61.9,58,977,6.88,4.39,4.36,2.71,51.870484
37280,0.3,-1.2,Very Good,G,VS2,62.1,57,484,6.18,4.27,4.29,2.66,48.726678
37300,0.33,-1.11,Ideal,D,VS1,61,56,978,6.89,4.49,4.52,2.75,55.8107
37320,0.35,-1.05,Ideal,G,IF,60.2,55,979,6.89,4.63,4.64,2.79,59.938128
37340,0.4,-0.92,Good,E,VVS2,57.7,62,981,6.89,4.82,4.88,2.8,65.86048
37360,0.4,-0.92,Premium,G,VVS2,59.7,58,982,6.89,4.78,4.8,2.86,65.61984
37380,0.4,-0.92,Ideal,G,VVS2,62.4,56,982,6.89,4.64,4.68,2.91,63.191232
37400,0.37,-0.99,Ideal,D,VVS2,60.5,57,983,6.89,4.65,4.68,2.82,61.36884
37420,0.39,-0.94,Ideal,H,VS2,60.6,55,983,6.89,4.81,4.76,2.9,66.39724
37440,0.33,-1.11,Ideal,E,VVS1,61.7,56,984,6.89,4.42,4.46,2.74,54.014168
37460,0.42,-0.87,Ideal,H,VVS2,62.9,56,984,6.89,4.79,4.75,3,68.2575
37480,0.35,-1.05,Ideal,H,IF,61.9,55,984,6.89,4.54,4.51,2.8,57.33112
37500,0.35,-1.05,Premium,F,VS1,60.5,58,984,6.89,4.59,4.57,2.77,58.104351
37520,0.44,-0.82,Very Good,E,VS2,60.3,58,987,6.89,4.9,4.92,2.96,71.35968
37540,0.39,-0.94,Ideal,F,VVS2,61.7,56,988,6.9,4.7,4.73,2.91,64.69221
37560,0.31,-1.17,Premium,G,IF,61.4,59,988,6.9,4.39,4.34,2.68,51.060968
37580,0.32,-1.14,Premium,D,VVS2,61.5,60,990,6.9,4.41,4.37,2.7,52.03359
37600,0.23,-1.47,Very Good,E,VVS2,61.1,62,485,6.18,3.92,3.94,2.4,37.06752
37620,0.24,-1.43,Very Good,E,VVS1,63.1,55,485,6.18,3.96,4,2.51,39.7584
37640,0.39,-0.94,Premium,H,VVS1,61.5,56,990,6.9,4.73,4.7,2.9,64.4699
37660,0.42,-0.87,Premium,F,SI1,62.9,57,992,6.9,4.77,4.73,2.99,67.460679
37680,0.42,-0.87,Premium,H,VS2,62.1,57,992,6.9,4.8,4.76,2.97,67.85856
37700,0.48,-0.73,Good,F,SI1,59.3,64,994,6.9,5.13,5.1,3.03,79.27389
37720,0.34,-1.08,Ideal,G,VVS2,61.1,57,995,6.9,4.52,4.48,2.75,55.6864
37740,0.46,-0.78,Ideal,I,VS1,62,54,997,6.9,4.97,4.99,3.09,76.632927
37760,0.44,-0.82,Premium,E,SI1,62.3,58,998,6.91,4.88,4.85,3.03,71.71404
37780,0.38,-0.97,Very Good,E,VVS2,61.8,56,1000,6.91,4.66,4.68,2.88,62.809344
37800,0.53,-0.63,Ideal,H,SI2,61.5,56,1000,6.91,5.21,5.23,3.21,87.467043
37820,0.32,-1.14,Ideal,F,VVS2,61.3,56,1002,6.91,4.42,4.45,2.72,53.49968
37840,0.33,-1.11,Ideal,D,VS2,62.3,56,1002,6.91,4.46,4.43,2.77,54.729106
37860,0.44,-0.82,Premium,E,VS2,60.4,59,1003,6.91,4.9,4.93,2.97,71.74629
37880,0.43,-0.84,Ideal,G,VS1,61.6,55.1,1005,6.91,4.85,4.89,3,71.1495
37900,0.41,-0.89,Ideal,G,VVS2,62.5,55,1007,6.91,4.75,4.76,2.97,67.1517
37920,0.41,-0.89,Ideal,F,VS1,62.3,55,1007,6.91,4.77,4.79,2.98,68.087934
37940,0.3,-1.2,Ideal,I,VS1,62.2,53.9,486,6.19,4.29,4.33,2.68,49.782876
37960,0.41,-0.89,Ideal,G,VVS2,61.1,55,1007,6.91,4.8,4.83,2.94,68.16096
37980,0.51,-0.67,Very Good,J,VS2,61.6,58,1008,6.92,5.09,5.14,3.15,82.41219
38000,0.43,-0.84,Ideal,G,VS1,61.1,56,1008,6.92,4.9,4.86,2.98,70.96572
38020,0.39,-0.94,Premium,G,VS2,61.2,60,1009,6.92,4.73,4.68,2.88,63.752832
38040,0.37,-0.99,Premium,G,VVS2,62.2,58,1010,6.92,4.6,4.56,2.85,59.7816
38060,0.38,-0.97,Ideal,E,VVS2,62.5,53,1013,6.92,4.62,4.66,2.9,62.43468
38080,0.3,-1.2,Premium,F,IF,60.7,58,1013,6.92,4.37,4.33,2.64,49.954344
38100,0.36,-1.02,Premium,E,VS2,60.3,59,1013,6.92,4.64,4.58,2.78,59.078336
38120,0.3,-1.2,Premium,G,VVS1,60.6,61,1013,6.92,4.35,4.33,2.63,49.537365
38140,0.3,-1.2,Premium,G,VVS1,62.8,58,1013,6.92,4.3,4.27,2.69,49.39109
38160,0.34,-1.08,Ideal,E,VVS1,62,56,1014,6.92,4.48,4.52,2.79,56.496384
